Report,Label,Feature,Sentence
report02.pdf.txt_sent.csv,,,Close during the Relevant Period may not have been the only time the Leong Group traded the Shares of Autron.
report02.pdf.txt_sent.csv,,,No review of such trading prior or subsequent to the Relevant Period was undertaken.
report02.pdf.txt_sent.csv,,,"I have been asked to comment on ""orders or transactions, or any combination of the orders or transactions executed"" in the accounts of the Leong Group during the Pre? Close."
report02.pdf.txt_sent.csv,,,A period of 6 minutes after the market closes at 1700 hours (namely 1700 to 1706 hours) where trades may still take place through the SGX to help clear unexecuted trades.
report02.pdf.txt_sent.csv,,,These include trades placed before 1700 hours but may include trades placed after 1700 hours.
report02.pdf.txt_sent.csv,,,"Close Routine consists of 2 parts, namely a pre?Close period (1700 to 1705 hours) where orders can be placed or withdrawn and a Non?Cancel period (1705 to 1706 hours) where no orders may be placed or withdrawn."
report02.pdf.txt_sent.csv,,,Cancel period the matching is done by way of a set methodology.
report02.pdf.txt_sent.csv,,,The SGX adds all the buy orders up to the highest price and all the sell orders to the lowest price.
report02.pdf.txt_sent.csv,,,If there are no overlaps there is no match.
report02.pdf.txt_sent.csv,,,If there is an overlap the matches take place.
report02.pdf.txt_sent.csv,,,"The equilibrium or closing price is the price with the largest trade or, if this could apply to several prices, will then depend on whether the whole of the buying pressure exceeds the whole of the selling pressure or vice versa."
report02.pdf.txt_sent.csv,,,"If buying pressure exceeds selling pressure, then the equilibrium or closing price shall be the highest traded price."
report02.pdf.txt_sent.csv,,,"If selling pressure exceeds buying pressure, then the equilibrium or closing price shall be the lowest traded price."
report02.pdf.txt_sent.csv,,,"In the example below provided by the SGX, the match can occur at $0.30, $0.305 or $0.31."
report02.pdf.txt_sent.csv,,,"As buying pressure exceeds selling pressure, the equilibrium and closing price is deemed to be $$0.31."
report02.pdf.txt_sent.csv,,,Close and the use of the equivalent price method of setting the closing price is to make it difficult for a person to manipulate closing prices with a single transaction.
report02.pdf.txt_sent.csv,,,"Close and the equivalent price method cannot prevent a determined person(s) from creating buying or selling pressure thereby affecting the price, volume or market of a security."
report02.pdf.txt_sent.csv,,,"I have been asked to comment on whether the Leong Group?s transactions, during the Relevant Period ""create or cause to create or is calculated to create, a false or misleading appearance with respect to the market for, or the price of the Shares."
report02.pdf.txt_sent.csv,,,"To my mind ""create or cause to create or is calculated to create"" requires an action of some force or consequence."
report02.pdf.txt_sent.csv,,,Meaning that the Leong Group would have to have undertaken some action(s) or transaction(s) of some substance that could affect the price and/or traded volume of the Shares.
report02.pdf.txt_sent.csv,,,The Leong Group traded on 15 days at the Pre?Close during the Relevant Period.
report02.pdf.txt_sent.csv,,,Close but overall was not very active at the Pre?Close during the Relevant Period.
report02.pdf.txt_sent.csv,,,Close days during the Relevant Period was not very significant.
report02.pdf.txt_sent.csv,,,"The Leong Group traded some 2,393,000 (being 2,341,000 bought and 52,000 sold)"
report02.pdf.txt_sent.csv,,,Close during the Relevant Period was 74.9 million shares.
report02.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"Of the 74.9 million Shares traded, the Ng Group accounted for 33.5 million."
report02.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,The total number of outstanding Shares of Autron during the Relevant Period was about 685.9 million.
report02.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,The Leong Group thus traded about 2.1% of all the Shares then in existence.
report02.pdf.txt_sent.csv,,,This is not that significant a percentage for a single group even given that Autron is a medium sized company with limited free float.
report02.pdf.txt_sent.csv,,,"However, the Act does not require an action to take place over a specific length or period of time."
report02.pdf.txt_sent.csv,,,"A single trade, in a single instance could result in the price, traded volume or market of security having being manipulated."
report02.pdf.txt_sent.csv,,,"For example, a person who placed a very large sell order at the end of a day in order to push down a share price so that he can make a large gain in his warrants, was found guilty of manipulating the market and was in breach of the Act."
report02.pdf.txt_sent.csv,,,Close occurred in three continuous clusters namely: Tuesday 28 May to Thursday 30 May 2002; and Monday 10 June to Thursday 13 June 2002.
report02.pdf.txt_sent.csv,,,"When buying action is concentrated, the effects and impact of such buying is far more significant. Table 2: Days on which the Leong Group Traded Date 517/2002"
report02.pdf.txt_sent.csv,,,"Close during the Relevant Period, the total number of Shares traded was 4,791,000."
report02.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"The Leong Group accounted for 2,341,000 Shares or some 48.9% of total trades."
report02.pdf.txt_sent.csv,,,Leong Group knew that the Ng Group was trading.
report02.pdf.txt_sent.csv,Reason,,Therefore the Leong Group knew or should have known that its actions would have a greater impact.
report02.pdf.txt_sent.csv,,,"During the 14 days, the Ng Group bought 1,426,000 Shares."
report02.pdf.txt_sent.csv,Event,Shares traded by suspects vs total outstanding shares,"If this were excluded (to allow us to examine the true impact of the Leong Group?s actions) the Leong Group would account for some 69.6% (being 2,341,000 divided by 3,365,000)."
report02.pdf.txt_sent.csv,Event,Number of days a specific event happened vs number of days suspects traded over the review period,The Leong Group accounted for all the period trades on 4 days.
report02.pdf.txt_sent.csv,,,The dates of these days are shown in Table 3. 5 of 12 ACH Investments Pte Ltd
report02.pdf.txt_sent.csv,,,"Close during the Relevant Period, the Ng Group bought 1,426,000 Shares."
report02.pdf.txt_sent.csv,,,If this were excluded (to allow us to examine the true impact of the Leong Group?s actions) the Leong Group accounted for more than half of non?Ng Group trades on 11 days.
report02.pdf.txt_sent.csv,,,The Leong Group accounted for all non?Ng Group trades on 8 days.
report02.pdf.txt_sent.csv,Reason,,"To my mind ""a false or misleading appearance"" implies that in some way actions taken were not genuine or were not for a legitimate objective."
report02.pdf.txt_sent.csv,,,The ?intent? implied in the ?previous sentence does not have to be pre?mediated but does have to be present.
report02.pdf.txt_sent.csv,,,Thus an action that results from an accident is unlikely to be a sufficient pre?condition.
report02.pdf.txt_sent.csv,,,"For example a major institution that, by their sheer size and buying quantity, drives up the price of a security cannot be said to have created a false or misleading appearance of that security."
report02.pdf.txt_sent.csv,,,This is because their objective was to make an investment with a view to make a profit.
report02.pdf.txt_sent.csv,,,"Similarly, an investor who e?mails a broker a market order with one zero too many in the quantity to buy and the broker executes it affecting the price of that stock, the investor cannot be said to have created a false or misleading appearance of that security."
report02.pdf.txt_sent.csv,,,"However, an investor who buys shares in order to keep a price above a certain level so that the banks or finance companies will not require more collateral (as part of a share financing transaction), is creating a false and misleading appearance with respect to the price of those shares."
report02.pdf.txt_sent.csv,,,This is because the primary objective was not to make an investment but 17. to keep the price of that security from declining.
report02.pdf.txt_sent.csv,,,"Similarly a buyer, who insists on making significant trades towards the end of each trading day and without any good or apparent reason, would be said to be creating a false and misleading appearance with respect to the market of those shares."
